RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Toques2022-2023,Def. pen.2022-2023,3.º def.2022-2023,3.º cent.2022-2023,3.º ataq.2022-2023,Ataq. pen.2022-2023,Balón vivo2022-2023,Att2022-2023,Succ2022-2023,Exitosa%2022-2023,Tkld2022-2023,Tkld%2022-2023,Transportes2022-2023,Dist. tot.2022-2023,Dist. prg.2022-2023,PrgC2022-2023,1/32022-2023,TAP2022-2023,Errores de control2022-2023,Des2022-2023,Rec2022-2023,PrgR2022-2023
321,Veljko Birmančević,rs SRB,"DL,CC",Toulouse,fr Ligue 1,24,1998,4.9,240.0,7.0,37.0,90.0,116.0,21.0,240.0,22.0,5.0,22.7,12.0,54.5,182.0,1095.0,521.0,21.0,13.0,11.0,13.0,3.0,169.0,50.0
322,Tom Bischof,de GER,"CC,DL",Hoffenheim,de Bundesliga,17,2005,3.5,182.0,2.0,35.0,77.0,74.0,8.0,182.0,9.0,1.0,11.1,6.0,66.7,101.0,431.0,178.0,8.0,11.0,2.0,10.0,6.0,105.0,12.0
323,Yves Bissouma,ml MLI,CC,Tottenham,eng Premier League,25,1996,11.2,826.0,23.0,164.0,536.0,127.0,2.0,826.0,9.0,7.0,77.8,2.0,22.2,504.0,2761.0,1143.0,14.0,13.0,1.0,16.0,8.0,613.0,10.0
324,Kristijan Bistrović,hr CRO,CC,Lecce,it Serie A,24,1998,5.1,168.0,5.0,29.0,84.0,55.0,3.0,168.0,1.0,1.0,100.0,0.0,0.0,83.0,378.0,119.0,4.0,1.0,0.0,3.0,5.0,99.0,8.0
325,Leonardo Bittencourt,de GER,"CC,DF",Werder Bremen,de Bundesliga,28,1993,18.1,1031.0,19.0,176.0,568.0,303.0,38.0,1031.0,64.0,26.0,40.6,30.0,46.9,611.0,3691.0,1649.0,51.0,48.0,7.0,42.0,10.0,706.0,93.0
326,Marco Bizot,nl NED,PO,Brest,fr Ligue 1,31,1991,37.0,1200.0,1060.0,1199.0,1.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,749.0,4022.0,2027.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0
327,Lautaro Blanco,ar ARG,"DF,CC",Elche,es La Liga,23,1999,9.7,494.0,12.0,127.0,163.0,209.0,6.0,494.0,23.0,10.0,43.5,13.0,56.5,261.0,1869.0,890.0,41.0,20.0,1.0,12.0,3.0,281.0,76.0
328,Rubén Blanco,es ESP,PO,Marseille,fr Ligue 1,27,1995,5.5,216.0,169.0,216.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,167.0,888.0,490.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0
329,Ludovic Blas,fr FRA,"CC,DL",Nantes,fr Ligue 1,24,1997,31.3,1627.0,10.0,154.0,785.0,723.0,103.0,1623.0,172.0,82.0,47.7,74.0,43.0,1235.0,8989.0,3850.0,122.0,69.0,39.0,90.0,76.0,1128.0,248.0
330,Janis Blaswich,de GER,PO,RB Leipzig,de Bundesliga,31,1991,26.0,1191.0,846.0,1160.0,31.0,0.0,0.0,1191.0,1.0,1.0,100.0,0.0,0.0,786.0,2838.0,1493.0,0.0,0.0,0.0,0.0,0.0,752.0,0.0
331,Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29,1993,22.0,1346.0,187.0,696.0,640.0,12.0,8.0,1346.0,1.0,0.0,0.0,0.0,0.0,976.0,4491.0,2155.0,0.0,0.0,0.0,3.0,0.0,893.0,0.0
332,Joaquín Blázquez,ar ARG,PO,Brest,fr Ligue 1,21,2001,1.0,32.0,26.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,104.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
333,Alexis Blin,fr FRA,CC,Lecce,it Serie A,25,1996,26.4,1299.0,86.0,352.0,697.0,257.0,33.0,1299.0,11.0,5.0,45.5,6.0,54.5,536.0,2330.0,1095.0,13.0,17.0,1.0,34.0,15.0,665.0,32.0
334,Daley Blind,nl NED,"DF,CC",Bayern Munich,de Bundesliga,32,1990,1.5,117.0,10.0,44.0,65.0,9.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,62.0,258.0,134.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0
335,Myron Boadu,nl NED,DL,Monaco,fr Ligue 1,21,2001,3.3,98.0,1.0,7.0,39.0,53.0,23.0,98.0,4.0,1.0,25.0,3.0,75.0,65.0,336.0,138.0,5.0,1.0,3.0,17.0,7.0,75.0,21.0
336,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,33,1988,4.8,261.0,47.0,138.0,122.0,1.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,180.0,742.0,302.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0
337,Kevin-Prince Boateng,gh GHA,CC,Hertha BSC,de Bundesliga,35,1987,5.2,320.0,11.0,66.0,172.0,85.0,15.0,320.0,4.0,1.0,25.0,3.0,75.0,156.0,519.0,169.0,2.0,1.0,2.0,10.0,8.0,203.0,20.0
338,Antonin Bobichon,fr FRA,CC,Angers,fr Ligue 1,26,1995,0.2,23.0,0.0,2.0,9.0,13.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,77.0,48.0,2.0,1.0,0.0,0.0,0.0,15.0,8.0
339,Jean-Paul Boëtius,nl NED,CC,Hertha BSC,de Bundesliga,28,1994,11.7,564.0,25.0,152.0,313.0,108.0,7.0,564.0,17.0,7.0,41.2,7.0,41.2,275.0,1049.0,413.0,4.0,5.0,0.0,21.0,12.0,323.0,23.0
340,Jeremie Boga,ci CIV,"CC,DL",Atalanta,it Serie A,25,1997,8.7,600.0,1.0,43.0,228.0,344.0,37.0,600.0,95.0,48.0,50.5,33.0,34.7,418.0,3673.0,1904.0,64.0,47.0,20.0,31.0,11.0,489.0,78.0
341,Emil Bohinen,no NOR,CC,Salernitana,it Serie A,23,1999,9.2,610.0,36.0,172.0,335.0,110.0,6.0,610.0,18.0,8.0,44.4,7.0,38.9,320.0,1702.0,868.0,12.0,12.0,0.0,10.0,9.0,355.0,16.0
342,Quentin Boisgard,fr FRA,CC,Lorient,fr Ligue 1,25,1997,2.0,135.0,2.0,21.0,58.0,58.0,8.0,135.0,4.0,1.0,25.0,2.0,50.0,90.0,566.0,263.0,7.0,4.0,1.0,5.0,2.0,84.0,15.0
343,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,31,1991,7.6,353.0,69.0,239.0,101.0,15.0,9.0,353.0,2.0,1.0,50.0,0.0,0.0,171.0,769.0,355.0,1.0,1.0,0.0,2.0,0.0,182.0,0.0
344,Giacomo Bonaventura,it ITA,CC,Fiorentina,it Serie A,32,1989,21.2,1134.0,14.0,132.0,573.0,456.0,69.0,1134.0,54.0,23.0,42.6,19.0,35.2,707.0,4208.0,2260.0,64.0,60.0,10.0,23.0,29.0,804.0,91.0
345,Federico Bonazzoli,it ITA,"DL,CC",Salernitana,it Serie A,25,1997,12.4,487.0,0.0,33.0,269.0,191.0,31.0,487.0,23.0,12.0,52.2,9.0,39.1,304.0,1138.0,435.0,11.0,10.0,3.0,42.0,12.0,378.0,67.0
346,Warren Bondo,fr FRA,CC,Monza,it Serie A,18,2003,0.7,60.0,0.0,8.0,40.0,13.0,0.0,60.0,4.0,3.0,75.0,1.0,25.0,45.0,315.0,147.0,3.0,3.0,0.0,1.0,1.0,51.0,2.0
347,Theo Bongonda,cd COD,"CC,DL",Cádiz,es La Liga,26,1995,21.5,766.0,17.0,118.0,282.0,387.0,55.0,765.0,98.0,40.0,40.8,42.0,42.9,480.0,3985.0,2088.0,74.0,47.0,20.0,57.0,26.0,497.0,105.0
348,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26,1996,10.0,828.0,127.0,448.0,364.0,22.0,4.0,828.0,7.0,5.0,71.4,2.0,28.6,549.0,3188.0,1823.0,4.0,3.0,0.0,9.0,5.0,613.0,0.0
349,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,35,1987,9.8,658.0,102.0,326.0,326.0,10.0,7.0,657.0,1.0,1.0,100.0,0.0,0.0,405.0,1630.0,854.0,2.0,2.0,0.0,3.0,1.0,460.0,1.0
350,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,25,1996,31.5,1869.0,104.0,566.0,759.0,576.0,69.0,1869.0,94.0,47.0,50.0,40.0,42.6,1197.0,6987.0,3368.0,69.0,57.0,13.0,44.0,21.0,1050.0,189.0
351,Yvandro Borges Sanches,lu LUX,"DL,CC",M'Gladbach,de Bundesliga,18,2004,0.3,15.0,2.0,3.0,7.0,6.0,0.0,15.0,2.0,2.0,100.0,0.0,0.0,9.0,70.0,43.0,1.0,1.0,0.0,2.0,4.0,9.0,5.0
352,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,23,1999,21.4,1433.0,170.0,693.0,695.0,54.0,16.0,1433.0,4.0,2.0,50.0,2.0,50.0,871.0,3766.0,2030.0,6.0,3.0,0.0,5.0,3.0,948.0,6.0
353,Rafael Borré,co COL,"CC,DL",Eint Frankfurt,de Bundesliga,26,1995,12.0,571.0,12.0,55.0,260.0,260.0,67.0,570.0,32.0,16.0,50.0,14.0,43.8,349.0,1694.0,634.0,26.0,13.0,15.0,44.0,14.0,428.0,102.0
354,Erik Botheim,no NOR,"CC,DL",Salernitana,it Serie A,22,2000,9.6,300.0,7.0,38.0,146.0,118.0,23.0,300.0,7.0,2.0,28.6,4.0,57.1,166.0,647.0,259.0,11.0,5.0,3.0,19.0,12.0,230.0,61.0
355,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,22,2000,34.7,2074.0,338.0,1188.0,801.0,95.0,53.0,2074.0,1.0,1.0,100.0,0.0,0.0,1171.0,5259.0,2810.0,8.0,5.0,2.0,10.0,2.0,1347.0,5.0
356,Kenji-Van Boto,mg MAD,DF,Auxerre,fr Ligue 1,26,1996,2.0,83.0,5.0,24.0,40.0,20.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,53.0,356.0,229.0,4.0,5.0,0.0,2.0,0.0,50.0,10.0
357,Kouamé Botué,bf BFA,"DL,CC",Ajaccio,fr Ligue 1,19,2002,2.5,84.0,1.0,7.0,31.0,49.0,13.0,84.0,5.0,1.0,20.0,4.0,80.0,54.0,385.0,132.0,4.0,3.0,3.0,10.0,1.0,57.0,16.0
358,Badredine Bouanani,dz ALG,"DL,CC",Nice,fr Ligue 1,17,2004,9.6,498.0,1.0,61.0,203.0,243.0,35.0,498.0,51.0,27.0,52.9,20.0,39.2,406.0,3033.0,1541.0,47.0,25.0,16.0,23.0,13.0,389.0,98.0
359,Hicham Boudaoui,dz ALG,CC,Nice,fr Ligue 1,22,1999,20.8,1511.0,48.0,352.0,880.0,297.0,25.0,1511.0,67.0,29.0,43.3,32.0,47.8,1166.0,7025.0,3098.0,39.0,54.0,7.0,27.0,17.0,1070.0,55.0
360,Franci Bouebari,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.8,36.0,1.0,13.0,12.0,11.0,0.0,36.0,1.0,1.0,100.0,0.0,0.0,14.0,46.0,11.0,0.0,0.0,0.0,1.0,2.0,13.0,2.0
361,Sofiane Boufal,ma MAR,"DL,CC",Angers,fr Ligue 1,28,1993,9.3,613.0,1.0,43.0,298.0,285.0,38.0,611.0,80.0,39.0,48.8,36.0,45.0,499.0,3394.0,1573.0,49.0,33.0,17.0,28.0,19.0,488.0,94.0
362,Yassine Bounou,ma MAR,PO,Sevilla,es La Liga,31,1991,23.9,1011.0,766.0,995.0,17.0,0.0,0.0,1011.0,1.0,1.0,100.0,0.0,0.0,596.0,2682.0,1374.0,0.0,0.0,0.0,4.0,0.0,566.0,0.0
363,Ismaëlben Boura,fr FRA,"DF,DL",Lens,fr Ligue 1,21,2000,1.0,88.0,5.0,21.0,40.0,27.0,1.0,88.0,6.0,4.0,66.7,2.0,33.3,58.0,372.0,159.0,6.0,4.0,1.0,6.0,0.0,50.0,11.0
364,Mehdi Bourabia,ma MAR,CC,Spezia,it Serie A,30,1991,30.8,1639.0,98.0,422.0,832.0,409.0,21.0,1639.0,64.0,28.0,43.8,32.0,50.0,810.0,3731.0,1777.0,37.0,30.0,5.0,54.0,27.0,956.0,58.0
365,Benjamin Bourigeaud,fr FRA,"CC,DL",Rennes,fr Ligue 1,28,1994,34.1,2305.0,53.0,274.0,1149.0,904.0,80.0,2303.0,33.0,14.0,42.4,17.0,51.5,1716.0,8088.0,3068.0,40.0,72.0,4.0,32.0,18.0,1602.0,250.0
366,Edoardo Bove,it ITA,CC,Roma,it Serie A,20,2002,11.0,532.0,12.0,107.0,301.0,131.0,20.0,532.0,13.0,5.0,38.5,4.0,30.8,263.0,1015.0,404.0,9.0,9.0,2.0,25.0,17.0,289.0,26.0
367,Jarrod Bowen,eng ENG,"DL,CC",West Ham,eng Premier League,25,1996,35.9,1318.0,32.0,186.0,451.0,693.0,157.0,1316.0,118.0,36.0,30.5,55.0,46.6,732.0,5577.0,2208.0,102.0,45.0,56.0,70.0,55.0,793.0,213.0
368,Lucas Boyé,ar ARG,DL,Elche,es La Liga,26,1996,27.4,1121.0,50.0,107.0,585.0,456.0,116.0,1120.0,130.0,78.0,60.0,48.0,36.9,720.0,3507.0,1434.0,58.0,33.0,25.0,139.0,85.0,810.0,160.0
369,Jayden Braaf,nl NED,"CC,DL",Hellas Verona,it Serie A,19,2002,3.2,129.0,1.0,16.0,63.0,54.0,16.0,129.0,24.0,15.0,62.5,8.0,33.3,89.0,694.0,294.0,10.0,9.0,5.0,13.0,15.0,91.0,29.0
370,Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,22,1999,25.0,1352.0,50.0,398.0,609.0,368.0,22.0,1352.0,50.0,17.0,34.0,28.0,56.0,706.0,4295.0,2396.0,63.0,46.0,8.0,27.0,10.0,744.0,107.0
371,Bilal Brahimi,dz ALG,"DL,CC",Nice,fr Ligue 1,22,2000,8.9,487.0,1.0,45.0,198.0,250.0,27.0,487.0,34.0,18.0,52.9,13.0,38.2,385.0,2906.0,1354.0,41.0,23.0,9.0,27.0,12.0,383.0,100.0
372,Martin Braithwaite,dk DEN,"DL,CC",Espanyol,es La Liga,31,1991,27.3,696.0,10.0,55.0,287.0,362.0,75.0,696.0,53.0,17.0,32.1,26.0,49.1,410.0,2073.0,983.0,32.0,29.0,11.0,52.0,19.0,514.0,126.0
373,Juan Brandáriz,es ESP,DF,Almería,es La Liga,23,1999,16.5,970.0,105.0,519.0,363.0,93.0,8.0,970.0,16.0,7.0,43.8,9.0,56.3,532.0,2429.0,1057.0,13.0,6.0,1.0,11.0,8.0,577.0,10.0
374,Julian Brandt,de GER,"CC,DL",Dortmund,de Bundesliga,26,1996,26.6,1634.0,14.0,172.0,668.0,814.0,80.0,1634.0,81.0,41.0,50.6,35.0,43.2,989.0,5335.0,2355.0,67.0,42.0,27.0,50.0,35.0,1186.0,218.0
375,Darko Brašanac,rs SRB,CC,Osasuna,es La Liga,30,1992,11.6,489.0,12.0,79.0,245.0,171.0,28.0,489.0,10.0,4.0,40.0,3.0,30.0,246.0,1254.0,668.0,18.0,14.0,0.0,20.0,10.0,292.0,36.0
376,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,22,1999,34.4,1973.0,242.0,951.0,869.0,177.0,28.0,1973.0,29.0,13.0,44.8,12.0,41.4,1311.0,7882.0,3805.0,20.0,22.0,0.0,23.0,15.0,1145.0,29.0
377,Claudio Bravo,cl CHI,PO,Betis,es La Liga,39,1983,12.0,414.0,333.0,412.0,3.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,208.0,1175.0,724.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0
378,Fabian Bredlow,de GER,PO,Stuttgart,de Bundesliga,27,1995,15.0,625.0,524.0,623.0,2.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,383.0,1919.0,929.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0
379,James Bree,eng ENG,DF,Southampton,eng Premier League,24,1997,4.1,213.0,18.0,71.0,67.0,75.0,2.0,213.0,3.0,2.0,66.7,1.0,33.3,93.0,352.0,131.0,4.0,4.0,0.0,3.0,2.0,111.0,12.0
761,Josip Brekalo,hr CRO,"DL,CC",Fiorentina,it Serie A,24,1998,5.5,295.0,0.0,31.0,152.0,119.0,11.0,295.0,18.0,11.0,122.5,4.0,45.0,188.0,1575.0,638.0,20.0,17.0,4.0,10.0,12.0,232.0,48.0
382,Gleison Bremer,br BRA,DF,Juventus,it Serie A,25,1997,29.3,1994.0,287.0,1100.0,827.0,76.0,50.0,1994.0,7.0,3.0,42.9,4.0,57.1,1146.0,4727.0,2297.0,8.0,6.0,0.0,18.0,8.0,1304.0,4.0
383,Armando Broja,al ALB,DL,Chelsea,eng Premier League,20,2001,3.3,110.0,2.0,7.0,41.0,63.0,16.0,110.0,15.0,8.0,53.3,5.0,33.3,54.0,399.0,199.0,8.0,1.0,5.0,15.0,9.0,71.0,17.0
384,Dylan Bronn,tn TUN,DF,Salernitana,it Serie A,27,1995,18.7,1196.0,106.0,562.0,590.0,48.0,10.0,1196.0,11.0,6.0,54.5,3.0,27.3,638.0,2651.0,1487.0,10.0,6.0,0.0,7.0,2.0,759.0,5.0
385,David Brooks,wls WAL,"DL,CC",Bournemouth,eng Premier League,25,1997,1.9,93.0,8.0,19.0,35.0,39.0,9.0,93.0,9.0,2.0,22.2,7.0,77.8,61.0,270.0,120.0,5.0,2.0,2.0,4.0,4.0,65.0,10.0
386,John Brooks,us USA,DF,Hoffenheim,de Bundesliga,29,1993,15.0,951.0,159.0,556.0,393.0,11.0,7.0,951.0,5.0,2.0,40.0,1.0,20.0,479.0,2169.0,992.0,2.0,3.0,0.0,1.0,1.0,494.0,1.0
387,Moritz Broschinski,de GER,"DL,CC",Bochum,de Bundesliga,21,2000,2.4,88.0,5.0,12.0,33.0,43.0,17.0,88.0,3.0,0.0,0.0,2.0,66.7,50.0,260.0,103.0,7.0,0.0,5.0,13.0,5.0,55.0,17.0
388,Marcelo Brozović,hr CRO,CC,Inter,it Serie A,29,1992,19.7,1696.0,81.0,439.0,987.0,291.0,22.0,1696.0,27.0,16.0,59.3,9.0,33.3,1085.0,5728.0,2296.0,29.0,29.0,7.0,19.0,6.0,1218.0,35.0
389,Cédric Brunner,ch SUI,DF,Schalke 04,de Bundesliga,28,1994,25.7,1402.0,106.0,524.0,609.0,279.0,10.0,1402.0,15.0,9.0,60.0,1.0,6.7,621.0,3186.0,1451.0,32.0,32.0,2.0,14.0,13.0,642.0,27.0
390,Lewis Brunt,eng ENG,DF,Leicester City,eng Premier League,21,2000,0.3,23.0,1.0,8.0,12.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0
391,Jacob Bruun Larsen,dk DEN,DL,Hoffenheim,de Bundesliga,23,1998,3.6,124.0,1.0,9.0,52.0,65.0,16.0,124.0,7.0,2.0,28.6,5.0,71.4,74.0,494.0,174.0,10.0,5.0,5.0,9.0,6.0,85.0,24.0
392,Andreas Bruus,dk DEN,"DF,DL",Troyes,fr Ligue 1,23,1999,18.1,777.0,40.0,203.0,302.0,279.0,24.0,777.0,38.0,16.0,42.1,18.0,47.4,507.0,3086.0,1264.0,47.0,23.0,8.0,23.0,3.0,453.0,117.0
393,Joe Bryan,eng ENG,"CC,DF",Nice,fr Ligue 1,28,1993,2.0,119.0,4.0,27.0,58.0,36.0,5.0,119.0,2.0,0.0,0.0,2.0,100.0,82.0,438.0,182.0,2.0,6.0,0.0,3.0,0.0,73.0,16.0
394,Lee Buchanan,eng ENG,"DF,DL",Werder Bremen,de Bundesliga,21,2001,5.2,350.0,29.0,125.0,145.0,86.0,9.0,350.0,7.0,0.0,0.0,6.0,85.7,168.0,724.0,348.0,10.0,4.0,1.0,7.0,3.0,185.0,20.0
395,Ante Budimir,hr CRO,DL,Osasuna,es La Liga,31,1991,20.0,563.0,18.0,36.0,254.0,281.0,118.0,563.0,34.0,16.0,47.1,14.0,41.2,259.0,1199.0,449.0,23.0,16.0,10.0,62.0,27.0,398.0,98.0
396,Emi Buendía,ar ARG,"CC,DL",Aston Villa,eng Premier League,25,1996,26.8,1336.0,38.0,202.0,634.0,516.0,93.0,1336.0,59.0,27.0,45.8,26.0,44.1,829.0,3957.0,1970.0,60.0,46.0,19.0,63.0,58.0,955.0,137.0
397,Hugo Bueno,es ESP,DF,Wolves,eng Premier League,19,2002,14.6,835.0,53.0,318.0,275.0,249.0,14.0,835.0,33.0,13.0,39.4,14.0,42.4,396.0,2714.0,1422.0,52.0,29.0,4.0,16.0,11.0,446.0,64.0
398,Santiago Bueno,uy URU,DF,Girona,es La Liga,23,1998,33.4,2098.0,194.0,1016.0,1038.0,54.0,17.0,2098.0,4.0,2.0,50.0,0.0,0.0,1305.0,7395.0,4721.0,30.0,13.0,0.0,6.0,1.0,1447.0,4.0
399,Adam Buksa,pl POL,"DL,CC",Lens,fr Ligue 1,26,1996,1.1,35.0,0.0,1.0,19.0,15.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,115.0,25.0,1.0,0.0,1.0,7.0,2.0,29.0,9.0
400,Marius Bülter,de GER,"DL,CC",Schalke 04,de Bundesliga,29,1993,28.9,1117.0,21.0,130.0,419.0,585.0,136.0,1113.0,96.0,32.0,33.3,53.0,55.2,660.0,4349.0,2038.0,78.0,48.0,24.0,81.0,28.0,773.0,199.0
401,Cristian Buonaiuto,it ITA,"CC,DL",Cremonese,it Serie A,29,1992,10.9,652.0,11.0,62.0,282.0,319.0,49.0,651.0,47.0,20.0,42.6,23.0,48.9,395.0,2208.0,974.0,35.0,29.0,9.0,36.0,28.0,421.0,89.0
402,Facundo Buonanotte,ar ARG,"DL,CC",Brighton,eng Premier League,17,2004,6.3,258.0,8.0,33.0,114.0,115.0,19.0,258.0,19.0,7.0,36.8,9.0,47.4,182.0,1018.0,424.0,9.0,5.0,2.0,10.0,2.0,202.0,42.0
403,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,23,1999,30.2,1938.0,161.0,860.0,976.0,110.0,33.0,1938.0,16.0,6.0,37.5,7.0,43.8,986.0,4659.0,2324.0,13.0,16.0,2.0,33.0,6.0,1180.0,19.0
404,Delano Burgzorg,nl NED,"DL,CC",Mainz 05,de Bundesliga,23,1998,2.7,93.0,1.0,4.0,26.0,64.0,11.0,93.0,13.0,6.0,46.2,7.0,53.8,67.0,410.0,138.0,4.0,2.0,4.0,13.0,6.0,75.0,24.0
405,Jonathan Burkardt,de GER,"CC,DL",Mainz 05,de Bundesliga,22,2000,5.9,180.0,2.0,19.0,65.0,99.0,37.0,179.0,20.0,11.0,55.0,8.0,40.0,128.0,642.0,257.0,9.0,7.0,6.0,17.0,9.0,139.0,46.0
406,Oliver Burke,sct SCO,"DL,CC",Werder Bremen,de Bundesliga,25,1997,3.0,118.0,0.0,4.0,41.0,73.0,13.0,118.0,6.0,2.0,33.3,4.0,66.7,77.0,366.0,153.0,11.0,3.0,5.0,12.0,4.0,93.0,36.0
407,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,30,1992,34.6,2073.0,158.0,786.0,940.0,358.0,62.0,2073.0,25.0,11.0,44.0,12.0,48.0,926.0,4329.0,2196.0,29.0,22.0,5.0,34.0,9.0,1116.0,46.0
408,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,22,1999,11.6,728.0,41.0,185.0,369.0,180.0,10.0,728.0,25.0,7.0,28.0,14.0,56.0,462.0,2885.0,1442.0,25.0,21.0,3.0,16.0,5.0,407.0,44.0
409,Sergio Busquets,es ESP,CC,Barcelona,es La Liga,34,1988,26.0,2172.0,62.0,387.0,1427.0,373.0,14.0,2172.0,16.0,11.0,68.8,3.0,18.8,1279.0,5074.0,2594.0,26.0,32.0,1.0,19.0,12.0,1551.0,32.0
410,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,25,1997,14.6,928.0,39.0,190.0,395.0,352.0,47.0,928.0,30.0,10.0,33.3,12.0,40.0,423.0,2523.0,1097.0,45.0,19.0,17.0,23.0,9.0,506.0,118.0
411,Leonardo Buta,pt POR,DF,Udinese,it Serie A,20,2002,0.2,14.0,0.0,2.0,7.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,66.0,43.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0
412,Marcin Bułka,pl POL,PO,Nice,fr Ligue 1,22,1999,2.0,70.0,64.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,46.0,210.0,72.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
413,Jamie Bynoe-Gittens,eng ENG,"DL,CC",Dortmund,de Bundesliga,17,2004,5.9,251.0,5.0,32.0,80.0,147.0,37.0,251.0,55.0,20.0,36.4,28.0,50.9,179.0,1422.0,714.0,24.0,13.0,18.0,22.0,5.0,192.0,38.0
414,Juan Cabal,co COL,DF,Hellas Verona,it Serie A,21,2001,4.9,279.0,29.0,134.0,136.0,16.0,1.0,279.0,4.0,3.0,75.0,0.0,0.0,139.0,642.0,358.0,4.0,5.0,0.0,4.0,3.0,141.0,8.0
415,Rémy Cabella,fr FRA,"CC,DL",Lille,fr Ligue 1,32,1990,28.1,2030.0,16.0,162.0,922.0,966.0,136.0,2030.0,78.0,40.0,51.3,26.0,33.3,1549.0,9297.0,4108.0,113.0,92.0,22.0,48.0,35.0,1477.0,242.0
416,Jimmy Cabot,fr FRA,"DF,CC",Lens,fr Ligue 1,28,1994,5.7,432.0,13.0,88.0,162.0,193.0,19.0,432.0,24.0,12.0,50.0,11.0,45.8,282.0,2002.0,887.0,26.0,17.0,8.0,26.0,6.0,247.0,65.0
417,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,31,1991,29.7,1642.0,198.0,723.0,802.0,125.0,40.0,1642.0,9.0,6.0,66.7,2.0,22.2,763.0,3158.0,1406.0,13.0,9.0,1.0,9.0,5.0,893.0,8.0
418,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,21,2000,6.5,525.0,33.0,166.0,243.0,122.0,12.0,525.0,20.0,8.0,40.0,10.0,50.0,242.0,1509.0,814.0,21.0,14.0,4.0,6.0,7.0,292.0,31.0
419,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,25,1997,22.6,1370.0,81.0,458.0,667.0,261.0,20.0,1370.0,21.0,9.0,42.9,11.0,52.4,667.0,3023.0,1468.0,20.0,16.0,1.0,14.0,8.0,681.0,41.0
420,Cafú,pt POR,CC,Nott'ham Forest,eng Premier League,29,1993,0.1,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,Moisés Caicedo,ec ECU,CC,Brighton,eng Premier League,20,2001,34.9,2603.0,91.0,555.0,1520.0,558.0,28.0,2603.0,54.0,28.0,51.9,21.0,38.9,1507.0,6220.0,2876.0,38.0,32.0,6.0,39.0,23.0,1891.0,61.0
422,Tom Cairney,sct SCO,CC,Fulham,eng Premier League,31,1991,11.0,871.0,10.0,127.0,425.0,332.0,31.0,871.0,21.0,9.0,42.9,8.0,38.1,573.0,3124.0,1516.0,34.0,27.0,6.0,23.0,21.0,667.0,57.0
423,Jens Cajuste,se SWE,CC,Reims,fr Ligue 1,22,1999,17.0,969.0,41.0,223.0,533.0,231.0,40.0,969.0,79.0,39.0,49.4,30.0,38.0,728.0,4226.0,2387.0,46.0,36.0,10.0,28.0,23.0,663.0,40.0
