RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
443,Andrea Cambiaso,it ITA,DF,Bologna,it Serie A,22,2000,24.1,1521.0,1281.0,238.0,24.0,0.0,9.0,56,211.0,3.0,1.0,1.0,0.0,1277.0,2.0,37.0
444,Axel Camblan,fr FRA,"DL,CC",Brest,fr Ligue 1,18,2003,0.8,27.0,27.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
445,Sergio Camello,es ESP,DL,Rayo Vallecano,es La Liga,21,2001,26.7,523.0,475.0,46.0,2.0,1.0,0.0,4,4.0,0.0,0.0,0.0,0.0,408.0,2.0,10.0
446,Chem Campbell,wls WAL,"DL,CC",Wolves,eng Premier League,19,2002,0.8,32.0,31.0,1.0,0.0,0.0,0.0,4,0.0,1.0,1.0,0.0,0.0,23.0,0.0,1.0
447,Emre Can,de GER,CC,Dortmund,de Bundesliga,28,1994,21.1,1288.0,1253.0,34.0,26.0,2.0,11.0,4,7.0,0.0,0.0,0.0,0.0,1153.0,1.0,10.0
448,Sergio Canales,es ESP,"DL,CC",Betis,es La Liga,31,1991,26.7,1474.0,1324.0,134.0,51.0,13.0,14.0,135,7.0,72.0,24.0,36.0,1.0,1116.0,16.0,53.0
449,Matteo Cancellieri,it ITA,DL,Lazio,it Serie A,20,2002,2.8,87.0,86.0,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,61.0,0.0,4.0
901,João Cancelo,pt POR,DF,Manchester City,eng Premier League,28,1994,25.4,2081.0,1873.0,205.0,32.0,5.0,26.0,80,173.0,0.0,0.0,0.0,0.0,1749.0,3.0,32.0
452,Antonio Candreva,it ITA,"CC,DF",Salernitana,it Serie A,35,1987,30.3,1597.0,1350.0,243.0,53.0,5.0,25.0,218,125.0,61.0,9.0,26.0,0.0,1165.0,4.0,46.0
453,Thomas Cannon,ie IRL,DL,Everton,eng Premier League,19,2002,0.3,5.0,4.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
454,Sergi Canós,es ESP,"DL,DF",Brentford,eng Premier League,25,1997,0.9,43.0,39.0,3.0,1.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0
455,Ander Capa,es ESP,DF,Athletic Club,es La Liga,30,1992,1.2,91.0,67.0,22.0,1.0,0.0,1.0,4,21.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0
456,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,35,1987,15.9,714.0,651.0,63.0,12.0,0.0,4.0,46,21.0,29.0,16.0,8.0,0.0,590.0,0.0,10.0
457,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,34,1988,21.7,1043.0,1016.0,27.0,23.0,6.0,6.0,9,3.0,0.0,0.0,0.0,0.0,915.0,0.0,15.0
458,Gianluca Caprari,it ITA,"CC,DL",Monza,it Serie A,29,1993,27.1,1082.0,1019.0,57.0,11.0,5.0,15.0,76,7.0,33.0,6.0,24.0,0.0,853.0,6.0,45.0
919,Francesco Caputo,it ITA,DL,Sampdoria,it Serie A,34,1987,31.2,569.0,530.0,38.0,1.0,1.0,0.0,9,4.0,0.0,0.0,0.0,0.0,403.0,1.0,23.0
461,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,22,2000,30.7,1785.0,1663.0,117.0,39.0,5.0,5.0,99,6.0,68.0,24.0,28.0,0.0,1480.0,5.0,43.0
462,Andrea Carboni,it ITA,DF,Monza,it Serie A,21,2001,1.9,87.0,74.0,13.0,1.0,0.0,1.0,5,11.0,1.0,0.0,1.0,0.0,69.0,0.0,3.0
463,Franco Carboni,it ITA,"DF,DL",Monza,it Serie A,19,2003,0.7,50.0,43.0,7.0,0.0,0.0,0.0,9,7.0,0.0,0.0,0.0,0.0,33.0,0.0,7.0
464,Valentin Carboni,ar ARG,"CC,DF",Inter,it Serie A,17,2005,0.3,17.0,17.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
465,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29,1993,24.4,961.0,755.0,204.0,37.0,0.0,7.0,73,143.0,24.0,5.0,15.0,0.0,747.0,2.0,17.0
933,Irvin Cardona,fr FRA,"DL,CC",Brest,fr Ligue 1,24,1997,6.1,132.0,124.0,7.0,0.0,2.0,0.0,10,2.0,0.0,0.0,0.0,0.0,70.0,1.0,5.0
468,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,25,1996,5.1,274.0,228.0,45.0,4.0,2.0,0.0,14,41.0,0.0,0.0,0.0,0.0,224.0,1.0,10.0
469,Carlos,br BRA,DF,Monza,it Serie A,23,1999,34.3,1719.0,1409.0,305.0,20.0,2.0,7.0,54,280.0,0.0,0.0,0.0,0.0,1430.0,5.0,49.0
470,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29,1993,2.3,142.0,136.0,5.0,4.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,112.0,1.0,1.0
471,Juan Carlos,es ESP,PO,Girona,es La Liga,34,1988,10.0,340.0,265.0,75.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0
945,José Carlos Lazo,es ESP,"CC,DL",Almería,es La Liga,26,1996,2.0,39.0,35.0,3.0,0.0,0.0,0.0,4,1.0,2.0,0.0,0.0,0.0,28.0,1.0,2.0
949,Carmona,es ESP,"CC,DF",Elche,es La Liga,20,2002,12.4,516.0,454.0,60.0,9.0,0.0,3.0,23,50.0,0.0,0.0,0.0,0.0,398.0,2.0,12.0
476,Marco Carnesecchi,it ITA,PO,Cremonese,it Serie A,22,2000,27.0,954.0,648.0,300.0,97.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,565.0,6.0,0.0
477,Yannick Carrasco,be BEL,"DF,CC",Atlético Madrid,es La Liga,28,1993,25.7,1091.0,929.0,156.0,27.0,4.0,7.0,107,66.0,63.0,37.0,9.0,0.0,863.0,6.0,31.0
478,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,30,1992,19.8,1333.0,1185.0,146.0,15.0,2.0,10.0,49,131.0,0.0,0.0,0.0,0.0,1133.0,2.0,27.0
479,Fabio Carvalho,pt POR,"CC,DL",Liverpool,eng Premier League,19,2002,3.9,143.0,140.0,2.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,117.0,1.0,3.0
480,Matis Carvalho,pt POR,PO,Montpellier,fr Ligue 1,23,1999,1.5,53.0,29.0,23.0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0
481,William Carvalho,pt POR,CC,Betis,es La Liga,30,1992,27.1,1745.0,1696.0,43.0,42.0,13.0,19.0,5,1.0,0.0,0.0,0.0,0.0,1510.0,6.0,20.0
482,Nicolò Casale,it ITA,DF,Lazio,it Serie A,24,1998,27.1,1616.0,1535.0,79.0,72.0,2.0,9.0,0,3.0,0.0,0.0,0.0,0.0,1485.0,2.0,8.0
967,Casemiro,br BRA,CC,Manchester Utd,eng Premier League,30,1992,23.700000000000003,1447.0,1416.0,24.0,22.0,12.0,14.0,19,1.0,0.0,0.0,0.0,0.0,1121.0,7.0,29.0
485,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,24,1997,20.2,1006.0,809.0,194.0,18.0,2.0,6.0,46,176.0,0.0,0.0,0.0,0.0,777.0,3.0,24.0
486,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,22,2000,0.1,6.0,3.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
487,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,26,1995,36.2,1836.0,1545.0,287.0,17.0,3.0,2.0,58,270.0,0.0,0.0,0.0,0.0,1470.0,4.0,43.0
488,Michele Castagnetti,it ITA,CC,Cremonese,it Serie A,32,1989,15.7,807.0,729.0,73.0,41.0,4.0,10.0,38,8.0,18.0,11.0,6.0,0.0,624.0,5.0,12.0
489,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,30,1992,34.0,1585.0,1210.0,374.0,116.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,1220.0,1.0,0.0
490,Valentín Castellanos,ar ARG,DL,Girona,es La Liga,23,1998,28.9,397.0,352.0,41.0,0.0,4.0,1.0,10,1.0,0.0,0.0,0.0,0.0,244.0,4.0,19.0
491,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,27,1995,28.5,1373.0,1305.0,66.0,34.0,0.0,6.0,13,32.0,0.0,0.0,0.0,0.0,1130.0,2.0,6.0
492,Samu Castillejo,es ESP,"DL,CC",Valencia,es La Liga,27,1995,15.1,622.0,551.0,68.0,19.0,2.0,6.0,87,8.0,40.0,21.0,10.0,0.0,474.0,3.0,15.0
493,Jonny Castro,es ESP,DF,Wolves,eng Premier League,28,1994,14.0,832.0,698.0,132.0,12.0,3.0,1.0,18,120.0,0.0,0.0,0.0,0.0,701.0,2.0,23.0
494,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,25,1997,8.0,241.0,224.0,16.0,10.0,1.0,1.0,12,1.0,3.0,0.0,2.0,0.0,188.0,1.0,6.0
495,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,27,1994,21.3,1325.0,1245.0,76.0,40.0,3.0,5.0,44,3.0,33.0,6.0,20.0,0.0,1147.0,4.0,14.0
496,Catena,es ESP,DF,Rayo Vallecano,es La Liga,27,1994,34.5,1825.0,1719.0,97.0,92.0,2.0,49.0,1,3.0,0.0,0.0,0.0,0.0,1505.0,9.0,7.0
497,Yoann Cathline,fr FRA,"DL,CC",Lorient,fr Ligue 1,20,2002,12.1,361.0,327.0,33.0,6.0,1.0,0.0,48,20.0,7.0,2.0,4.0,0.0,241.0,1.0,21.0
498,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,25,1997,24.7,1126.0,1057.0,69.0,44.0,1.0,10.0,3,3.0,0.0,0.0,0.0,0.0,996.0,0.0,11.0
499,Edinson Cavani,uy URU,DL,Valencia,es La Liga,35,1987,16.1,354.0,325.0,26.0,0.0,4.0,4.0,3,0.0,0.0,0.0,0.0,0.0,263.0,3.0,7.0
500,Dani Ceballos,es ESP,CC,Real Madrid,es La Liga,25,1996,17.4,1504.0,1437.0,57.0,26.0,6.0,26.0,16,20.0,9.0,2.0,2.0,0.0,1362.0,10.0,25.0
501,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,26,1995,0.5,14.0,10.0,4.0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
502,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30,1992,15.7,623.0,572.0,51.0,20.0,0.0,2.0,6,28.0,0.0,0.0,0.0,0.0,479.0,0.0,15.0
503,Assan Ceesay,gm GAM,DL,Lecce,it Serie A,28,1994,20.1,394.0,370.0,20.0,0.0,0.0,2.0,15,5.0,1.0,0.0,0.0,0.0,226.0,4.0,17.0
504,Emil Ceide,no NOR,DL,Sassuolo,it Serie A,20,2001,5.7,169.0,166.0,3.0,0.0,1.0,0.0,6,3.0,0.0,0.0,0.0,0.0,123.0,0.0,11.0
505,Zeki Çelik,tr TUR,DF,Roma,it Serie A,25,1997,16.7,927.0,733.0,192.0,12.0,0.0,4.0,42,180.0,0.0,0.0,0.0,0.0,697.0,2.0,20.0
506,Álex Centelles,es ESP,DF,Almería,es La Liga,24,1997,12.5,577.0,446.0,130.0,24.0,0.0,4.0,46,106.0,0.0,0.0,0.0,0.0,412.0,1.0,20.0
507,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,26,1996,18.8,945.0,794.0,149.0,8.0,2.0,1.0,67,141.0,0.0,0.0,0.0,0.0,715.0,2.0,22.0
508,Michele Cerofolini,it ITA,PO,Fiorentina,it Serie A,23,1999,5.0,195.0,156.0,39.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
509,Franco Cervi,ar ARG,"CC,DF",Celta Vigo,es La Liga,28,1994,21.0,874.0,771.0,99.0,12.0,1.0,1.0,113,43.0,44.0,9.0,27.0,0.0,620.0,4.0,30.0
510,Julio César Enciso,py PAR,"DL,CC",Brighton,eng Premier League,18,2004,9.0,258.0,249.0,8.0,0.0,3.0,1.0,12,3.0,0.0,0.0,0.0,0.0,179.0,1.0,5.0
511,Julian Chabot,de GER,DF,Köln,de Bundesliga,24,1998,20.0,1184.0,1106.0,76.0,43.0,1.0,3.0,3,1.0,0.0,0.0,0.0,0.0,975.0,2.0,5.0
512,Florian Chabrolle,fr FRA,CC,Ajaccio,fr Ligue 1,24,1998,3.7,138.0,134.0,4.0,3.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
513,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17,2005,6.5,465.0,453.0,12.0,2.0,0.0,1.0,0,10.0,0.0,0.0,0.0,0.0,430.0,0.0,1.0
514,Fares Chaïbi,dz ALG,"DL,CC",Toulouse,fr Ligue 1,19,2002,26.0,1018.0,975.0,37.0,8.0,6.0,13.0,57,14.0,8.0,1.0,4.0,0.0,742.0,6.0,33.0
515,Nathaniel Chalobah,eng ENG,CC,Fulham,eng Premier League,27,1994,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
516,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23,1999,17.9,1200.0,1132.0,66.0,23.0,0.0,4.0,13,43.0,0.0,0.0,0.0,0.0,1051.0,2.0,11.0
517,Muhammed Cham,at AUT,CC,Clermont Foot,fr Ligue 1,21,2000,21.9,1038.0,941.0,89.0,35.0,11.0,2.0,73,7.0,43.0,25.0,10.0,1.0,813.0,8.0,29.0
518,Calum Chambers,eng ENG,"DF,CC",Aston Villa,eng Premier League,27,1995,3.9,207.0,191.0,13.0,4.0,0.0,1.0,4,9.0,0.0,0.0,0.0,0.0,157.0,3.0,1.0
519,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32,1990,1.0,61.0,43.0,17.0,0.0,0.0,0.0,3,17.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0
520,Gaëtan Charbonnier,fr FRA,"DL,CC",Auxerre,fr Ligue 1,33,1988,2.8,89.0,78.0,11.0,0.0,0.0,2.0,1,1.0,0.0,0.0,0.0,0.0,79.0,0.0,2.0
521,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,27,1994,27.7,1318.0,1236.0,78.0,76.0,0.0,23.0,6,2.0,0.0,0.0,0.0,0.0,1060.0,4.0,6.0
522,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,18,2003,0.3,25.0,22.0,3.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
523,Xavier Chavalerin,fr FRA,CC,Troyes,fr Ligue 1,31,1991,27.0,1068.0,1010.0,51.0,33.0,5.0,8.0,29,12.0,6.0,4.0,2.0,0.0,875.0,7.0,31.0
524,Pep Chavarría,es ESP,"DL,CC",Rayo Vallecano,es La Liga,24,1998,4.1,178.0,155.0,22.0,0.0,1.0,3.0,13,19.0,2.0,0.0,1.0,0.0,126.0,1.0,12.0
525,Ivane Chegra,fr FRA,"CC,DL",Ajaccio,fr Ligue 1,18,2004,2.1,40.0,37.0,3.0,0.0,1.0,0.0,4,0.0,3.0,0.0,3.0,0.0,21.0,0.0,2.0
526,Pape Cheikh Diop,sn SEN,CC,Elche,es La Liga,24,1997,0.4,19.0,19.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
527,Rayan Cherki,fr FRA,"CC,DL",Lyon,fr Ligue 1,18,2003,20.8,1094.0,989.0,101.0,19.0,13.0,8.0,91,19.0,55.0,18.0,27.0,0.0,844.0,4.0,22.0
528,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,27,1995,2.3,118.0,99.0,19.0,0.0,0.0,0.0,5,19.0,0.0,0.0,0.0,0.0,102.0,0.0,2.0
529,Lucas Chevalier,fr FRA,PO,Lille,fr Ligue 1,20,2001,32.0,1010.0,854.0,154.0,49.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,779.0,2.0,0.0
530,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17,2005,0.7,22.0,20.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0
531,Federico Chiesa,it ITA,"DF,CC",Juventus,it Serie A,24,1997,9.5,338.0,306.0,32.0,5.0,1.0,5.0,43,20.0,7.0,0.0,5.0,0.0,246.0,0.0,15.0
532,Ben Chilwell,eng ENG,"DF,CC",Chelsea,eng Premier League,25,1996,15.6,977.0,774.0,198.0,25.0,2.0,5.0,92,121.0,52.0,25.0,20.0,0.0,762.0,5.0,18.0
533,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,32,1989,10.9,410.0,386.0,24.0,21.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,2.0
534,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,25,1997,22.5,1360.0,1284.0,71.0,49.0,1.0,17.0,13,3.0,0.0,0.0,0.0,0.0,1163.0,5.0,15.0
535,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,20,2001,27.3,1092.0,1033.0,55.0,40.0,5.0,11.0,33,4.0,11.0,4.0,6.0,0.0,867.0,4.0,19.0
536,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26,1996,19.6,1507.0,1445.0,62.0,48.0,3.0,14.0,1,10.0,0.0,0.0,0.0,0.0,1416.0,0.0,7.0
537,Oliver Christensen,dk DEN,PO,Hertha BSC,de Bundesliga,23,1999,33.0,1218.0,858.0,354.0,119.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,777.0,6.0,0.0
538,Ryan Christie,sct SCO,"CC,DL",Bournemouth,eng Premier League,27,1995,20.4,651.0,621.0,28.0,3.0,6.0,7.0,32,4.0,20.0,11.0,5.0,0.0,521.0,2.0,16.0
539,Carney Chukwuemeka,eng ENG,"CC,DL",Chelsea,eng Premier League,18,2003,3.9,203.0,202.0,1.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,179.0,0.0,6.0
540,Samuel Chukwueze,ng NGA,"DL,CC",Villarreal,es La Liga,23,1999,26.0,908.0,873.0,30.0,3.0,9.0,4.0,28,15.0,12.0,3.0,0.0,0.0,697.0,5.0,32.0
541,Darko Churlinov,mk MKD,DL,Stuttgart,de Bundesliga,22,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Víctor Chust,es ESP,DF,Cádiz,es La Liga,22,2000,10.7,440.0,412.0,25.0,23.0,0.0,5.0,0,2.0,0.0,0.0,0.0,0.0,364.0,3.0,5.0
543,Tolga Ciğerci,tr TUR,CC,Hertha BSC,de Bundesliga,30,1992,7.5,420.0,369.0,48.0,25.0,1.0,0.0,22,1.0,10.0,0.0,8.0,0.0,326.0,3.0,9.0
544,Yanis Cimignani,fr FRA,"CC,DF",Ajaccio,fr Ligue 1,20,2002,3.1,113.0,101.0,11.0,1.0,0.0,0.0,10,9.0,1.0,1.0,0.0,0.0,75.0,1.0,6.0
545,Daniel Ciofani,it ITA,DL,Cremonese,it Serie A,37,1985,11.8,195.0,185.0,9.0,0.0,2.0,1.0,2,0.0,0.0,0.0,0.0,0.0,120.0,1.0,7.0
546,Tio Cipot,si SVN,"DL,CC",Spezia,it Serie A,19,2003,1.5,59.0,53.0,6.0,1.0,1.0,0.0,7,4.0,1.0,1.0,0.0,0.0,40.0,0.0,4.0
547,Pathé Ciss,sn SEN,"CC,DF",Rayo Vallecano,es La Liga,28,1994,14.2,700.0,676.0,21.0,20.0,0.0,15.0,3,1.0,0.0,0.0,0.0,0.0,575.0,3.0,12.0
548,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,19,2002,0.4,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
549,Patrick Ciurria,it ITA,"DF,CC",Monza,it Serie A,27,1995,30.6,1335.0,1132.0,200.0,23.0,1.0,2.0,98,145.0,32.0,0.0,26.0,0.0,1061.0,3.0,16.0
550,Bobby Clark,eng ENG,CC,Liverpool,eng Premier League,17,2005,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1103,Alexis Claude-Maurice,fr FRA,DL,Nice,fr Ligue 1,24,1998,7.4,265.0,261.0,3.0,0.0,2.0,1.0,8,0.0,3.0,2.0,0.0,0.0,221.0,1.0,8.0
553,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,28.8,1461.0,1223.0,233.0,15.0,8.0,6.0,110,211.0,7.0,1.0,5.0,0.0,1091.0,5.0,39.0
554,Carlos Clerc,es ESP,"DF,CC",Elche,es La Liga,30,1992,29.3,1397.0,1124.0,267.0,30.0,1.0,8.0,89,234.0,3.0,0.0,3.0,0.0,1040.0,6.0,36.0
555,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31,1991,18.2,832.0,674.0,156.0,7.0,0.0,3.0,21,149.0,0.0,0.0,0.0,0.0,654.0,2.0,12.0
556,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,23.3,1209.0,1169.0,35.0,31.0,1.0,10.0,1,3.0,0.0,0.0,0.0,0.0,1025.0,5.0,1.0
557,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,0.4,12.0,11.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
558,Marcus Coco,fr FRA,"DL,CC",Nantes,fr Ligue 1,26,1996,7.1,244.0,225.0,18.0,3.0,0.0,0.0,24,11.0,4.0,0.0,4.0,0.0,175.0,1.0,9.0
559,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,6.5,353.0,340.0,12.0,4.0,0.0,4.0,5,8.0,0.0,0.0,0.0,0.0,287.0,1.0,3.0
560,Jack Colback,eng ENG,CC,Nott'ham Forest,eng Premier League,32,1989,5.5,143.0,139.0,4.0,2.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,119.0,0.0,3.0
561,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,18.4,789.0,615.0,174.0,10.0,0.0,3.0,22,164.0,0.0,0.0,0.0,0.0,597.0,0.0,20.0
562,David Čolina,hr CRO,"DF,DL",Augsburg,de Bundesliga,22,2000,1.8,71.0,53.0,18.0,1.0,0.0,1.0,6,17.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0
563,Álex Collado,es ESP,CC,Elche,es La Liga,23,1999,8.1,336.0,317.0,19.0,3.0,1.0,5.0,18,4.0,12.0,7.0,1.0,0.0,276.0,0.0,13.0
564,Diego Collado,es ESP,DL,Villarreal,es La Liga,21,2001,0.1,7.0,7.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
565,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,15.4,714.0,681.0,32.0,22.0,0.0,4.0,0,3.0,0.0,0.0,0.0,0.0,615.0,1.0,1.0
566,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,20.2,1138.0,1112.0,23.0,17.0,0.0,9.0,0,6.0,0.0,0.0,0.0,0.0,1001.0,3.0,5.0
567,Lorenzo Colombo,it ITA,DL,Lecce,it Serie A,20,2002,16.8,332.0,316.0,13.0,0.0,0.0,9.0,10,2.0,0.0,0.0,0.0,0.0,208.0,3.0,14.0
568,Andrea Colpani,it ITA,CC,Monza,it Serie A,23,1999,10.5,409.0,374.0,30.0,4.0,3.0,8.0,33,3.0,22.0,4.0,18.0,0.0,319.0,5.0,9.0
569,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,19,2003,13.6,1165.0,1096.0,64.0,27.0,2.0,1.0,1,11.0,0.0,0.0,0.0,0.0,1027.0,5.0,6.0
570,Kingsley Coman,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,26,1996,15.7,806.0,788.0,15.0,1.0,4.0,8.0,74,12.0,2.0,0.0,1.0,0.0,640.0,3.0,20.0
571,Eray Cömert,ch SUI,DF,Valencia,es La Liga,24,1998,18.6,945.0,890.0,53.0,44.0,0.0,24.0,1,0.0,0.0,0.0,0.0,0.0,815.0,2.0,6.0
572,Santi Comesaña,es ESP,CC,Rayo Vallecano,es La Liga,25,1996,27.2,1240.0,1199.0,37.0,31.0,0.0,10.0,17,2.0,0.0,0.0,0.0,0.0,1024.0,4.0,24.0
573,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,35,1987,35.0,1427.0,1042.0,383.0,98.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1130.0,2.0,0.0
574,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24,1998,14.6,754.0,613.0,138.0,12.0,2.0,5.0,37,126.0,0.0,0.0,0.0,0.0,591.0,3.0,30.0
575,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,28,1994,0.3,11.0,7.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
576,Lewis Cook,eng ENG,CC,Bournemouth,eng Premier League,25,1997,19.1,751.0,692.0,56.0,32.0,1.0,3.0,45,0.0,15.0,15.0,0.0,0.0,593.0,3.0,20.0
577,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31,1991,10.6,459.0,445.0,13.0,11.0,0.0,6.0,1,2.0,0.0,0.0,0.0,0.0,369.0,1.0,2.0
578,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,30,1991,15.8,789.0,756.0,33.0,29.0,0.0,8.0,1,4.0,0.0,0.0,0.0,0.0,620.0,0.0,3.0
579,Copete,es ESP,DF,Mallorca,es La Liga,22,1999,24.5,880.0,829.0,43.0,36.0,0.0,14.0,9,7.0,0.0,0.0,0.0,0.0,668.0,8.0,21.0
580,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,18,2003,13.1,557.0,499.0,55.0,12.0,0.0,2.0,3,43.0,0.0,0.0,0.0,0.0,403.0,3.0,10.0
581,Francis Coquelin,fr FRA,CC,Villarreal,es La Liga,31,1991,8.3,311.0,300.0,7.0,7.0,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,265.0,4.0,5.0
582,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,31,1990,8.7,371.0,299.0,71.0,5.0,0.0,0.0,43,59.0,7.0,0.0,5.0,0.0,257.0,1.0,11.0
583,Alex Cordaz,it ITA,PO,Inter,it Serie A,39,1983,0.3,20.0,15.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
584,Maxwel Cornet,ci CIV,DL,West Ham,eng Premier League,25,1996,2.7,97.0,93.0,2.0,0.0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,72.0,2.0,7.0
