RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019
1343,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,16.4,8,0.52,7,0,1,0,0,0,2,0.13,2,0,0,0,0,0
673,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,22,0.72,18,0,0,1,1,2,2,0.07,2,0,0,0,0,0
674,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,1.9,3,1.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
675,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,16,0.8,13,0,0,2,0,1,6,0.3,4,0,0,2,0,0
676,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
677,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,26,1992,24.0,3,0.12,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
678,Matt Doherty,ie IRL,"DF,CC",Wolves,eng Premier League,26,1992,34.9,95,2.72,70,6,3,8,6,2,10,0.29,7,0,1,0,2,0
679,Keagan Dolly,za RSA,DL,Montpellier,fr Ligue 1,25,1993,1.0,4,4.09,1,3,0,0,0,0,1,1.02,0,1,0,0,0,0
680,Jaume Doménech,es ESP,PO,Valencia,es La Liga,27,1990,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
681,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,20,2.88,15,3,0,0,1,1,2,0.29,1,1,0,0,0,0
682,Ji Dong-won,kr KOR,"CC,DL",Augsburg,de Bundesliga,27,1991,9.9,33,3.33,23,0,2,2,4,2,4,0.4,2,0,0,1,0,1
683,Anastasios Donis,gr GRE,"DL,CC",Stuttgart,de Bundesliga,21,1996,10.7,21,1.97,14,0,4,2,0,1,3,0.28,2,0,1,0,0,0
684,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,19,1999,34.3,8,0.23,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0
685,Godfred Donsah,gh GHA,CC,Bologna,it Serie A,22,1996,1.7,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
686,Riccardo Doratiotto,it ITA,DL,Cagliari,it Serie A,19,1999,0.9,1,1.15,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
687,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,14,1.18,11,1,0,1,1,0,0,0.0,0,0,0,0,0,0
688,Mathieu Dossevi,tg TOG,"DL,CC",Toulouse,fr Ligue 1,30,1988,27.4,96,3.5,64,19,8,0,5,0,5,0.18,3,1,1,0,0,0
689,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,25,1993,34.0,83,2.44,72,2,4,5,0,0,9,0.26,5,1,1,2,0,0
690,Cheick Doukouré,ci CIV,CC,Levante,es La Liga,25,1992,3.5,2,0.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
691,Moussa Doumbia,ml MLI,"DL,CC",Reims,fr Ligue 1,23,1994,17.8,61,3.43,39,0,9,1,12,0,8,0.45,4,0,2,0,2,0
692,Seydou Doumbia,ci CIV,DL,Girona,es La Liga,30,1987,6.0,4,0.67,1,0,0,2,1,0,2,0.33,1,0,0,1,0,0
693,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,3,0.45,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
694,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,9,0.61,7,0,0,1,1,0,1,0.07,1,0,0,0,0,0
1391,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,20,1997,16.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
697,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,24,1993,22.7,92,4.05,70,9,7,5,1,0,15,0.66,14,1,0,0,0,0
698,Luke Dreher,eng ENG,DL,Crystal Palace,eng Premier League,19,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
699,Josip Drmić,ch SUI,DL,M'Gladbach,de Bundesliga,25,1992,2.5,4,1.62,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
700,Jaroslav Drobný,cz CZE,PO,Düsseldorf,de Bundesliga,38,1979,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
701,Óscar Duarte,cr CRC,"DF,CC",Espanyol,es La Liga,29,1989,7.3,6,0.82,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
702,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,55,1.79,38,3,0,6,8,0,3,0.1,2,0,0,1,0,0
703,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,22.7,55,2.42,41,3,2,5,3,1,7,0.31,7,0,0,0,0,0
704,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,29,1989,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
705,Marvin Ducksch,de GER,DL,Düsseldorf,de Bundesliga,24,1994,9.1,37,4.05,28,2,0,5,0,2,3,0.33,3,0,0,0,0,0
706,Ondrej Duda,sk SVK,CC,Hertha BSC,de Bundesliga,23,1994,28.5,93,3.27,59,14,5,10,4,1,12,0.42,7,1,0,2,1,1
707,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,34.3,24,0.7,18,1,0,2,2,1,3,0.09,2,0,0,0,1,0
708,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
709,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,22.1,26,1.18,21,3,0,2,0,0,1,0.05,1,0,0,0,0,0
710,Alfred Duncan,gh GHA,CC,Sassuolo,it Serie A,25,1993,20.5,63,3.07,56,0,4,3,0,0,8,0.39,6,0,1,1,0,0
711,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35.0,21,0.6,20,0,0,0,1,0,2,0.06,2,0,0,0,0,0
712,Maxime Dupé,fr FRA,PO,Nantes,fr Ligue 1,25,1993,10.4,2,0.19,0,2,0,0,0,0,1,0.1,0,1,0,0,0,0
713,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,22.8,37,1.62,30,1,3,1,1,1,2,0.09,2,0,0,0,0,0
714,Jimmy Durmaz,se SWE,"CC,DL",Toulouse,fr Ligue 1,29,1989,21.1,86,4.07,48,19,11,5,3,0,5,0.24,2,1,0,1,1,0
715,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,1994,3.6,16,4.42,14,0,0,0,0,2,2,0.55,2,0,0,0,0,0
716,Hugo Duro,es ESP,"CC,DL",Getafe,es La Liga,18,1999,4.6,5,1.08,1,0,0,0,3,1,1,0.22,0,0,0,0,1,0
717,Raphael Dwamena,gh GHA,DL,Levante,es La Liga,22,1995,2.5,5,2.03,4,0,0,0,1,0,2,0.81,1,0,0,0,1,0
718,Paulo Dybala,ar ARG,"DL,CC",Juventus,it Serie A,24,1993,23.7,115,4.84,70,20,12,4,9,0,15,0.63,10,0,2,1,2,0
719,Edin Džeko,ba BIH,DL,Roma,it Serie A,32,1986,28.7,108,3.77,73,0,15,11,8,1,16,0.56,13,0,2,0,1,0
720,Blerim Džemaili,ch SUI,CC,Bologna,it Serie A,32,1986,19.4,61,3.14,46,3,2,3,7,0,7,0.36,6,1,0,0,0,0
721,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27.0,7,0.26,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
722,Dennis Eckert,de GER,DL,Celta Vigo,es La Liga,21,1997,2.4,6,2.51,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0
723,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,24,0.64,17,3,0,3,1,0,4,0.11,3,0,0,1,0,0
1449,Simone Edera,it ITA,CC,Torino,it Serie A,21,1997,3.1,13,9.51,6,4,3,0,0,0,0,0.0,0,0,0,0,0,0
726,Ederson,br BRA,PO,Manchester City,eng Premier League,24,1993,38.0,5,0.13,2,3,0,0,0,0,1,0.03,0,1,0,0,0,0
727,Johannes Eggestein,de GER,"DL,CC",Werder Bremen,de Bundesliga,20,1998,12.4,30,2.43,20,0,5,3,2,0,7,0.57,4,0,1,2,0,0
728,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,21,1996,33.9,90,2.65,76,0,5,4,2,3,9,0.27,7,0,2,0,0,0
729,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,29,1989,29.4,56,1.9,43,2,4,3,2,2,4,0.14,1,0,1,1,1,0
730,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,5,0.69,4,0,1,0,0,0,1,0.14,1,0,0,0,0,0
731,Harvey Elliott,eng ENG,CC,Fulham,eng Premier League,15,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
732,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,26,1992,4.2,9,2.13,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0
733,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25.0,25,1.0,20,0,1,1,1,2,2,0.08,1,0,0,1,0,0
734,Gorka Elustondo,es ESP,"CC,DF",Rayo Vallecano,es La Liga,31,1987,3.2,4,1.26,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
735,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,29.1,21,0.72,18,1,0,1,0,1,5,0.17,5,0,0,0,0,0
736,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,5,1.05,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
737,Mohamed Elyounoussi,no NOR,CC,Southampton,eng Premier League,23,1994,8.8,34,3.86,16,7,4,3,3,1,1,0.11,1,0,0,0,0,0
738,Adri Embarba,es ESP,"CC,DL",Rayo Vallecano,es La Liga,26,1992,25.4,93,3.67,42,32,8,4,6,1,10,0.39,6,1,2,0,1,0
739,Breel Embolo,ch SUI,DL,Schalke 04,de Bundesliga,21,1997,14.9,48,3.21,26,0,6,3,13,0,9,0.6,3,0,2,2,2,0
740,Emerson,br BRA,"DL,DF",Betis,es La Liga,19,1999,3.5,7,1.99,5,0,0,0,2,0,0,0.0,0,0,0,0,0,0
741,Youssef En-Nesyri,ma MAR,DL,Leganés,es La Liga,21,1997,23.4,39,1.67,22,1,7,1,7,1,4,0.17,2,1,1,0,0,0
742,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33.0,26,0.79,23,0,0,2,1,0,2,0.06,2,0,0,0,0,0
743,Sergi Enrich,es ESP,DL,Eibar,es La Liga,28,1990,28.7,71,2.47,53,0,4,8,5,1,8,0.28,3,0,0,3,2,0
744,Javier Eraso,es ESP,"CC,DL",Leganés,es La Liga,28,1990,7.0,17,2.42,9,5,1,0,2,0,1,0.14,0,0,0,0,1,0
745,Christian Eriksen,dk DEN,CC,Tottenham,eng Premier League,26,1992,30.8,143,4.64,97,27,4,10,3,2,16,0.52,12,4,0,0,0,0
746,Patrick Erras,de GER,CC,Nürnberg,de Bundesliga,23,1995,13.6,20,1.47,19,0,0,1,0,0,2,0.15,1,0,0,1,0,0
747,Gonzalo Escalante,ar ARG,CC,Eibar,es La Liga,25,1993,19.9,38,1.91,29,0,0,6,3,0,5,0.25,4,0,0,1,0,0
748,Sergio Escudero,es ESP,"DF,DL",Sevilla,es La Liga,28,1989,17.2,33,1.92,26,2,2,1,2,0,2,0.12,2,0,0,0,0,0
749,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,18,0.59,16,0,0,2,0,0,2,0.07,1,0,0,1,0,0
750,Michael Esser,de GER,PO,Hannover 96,de Bundesliga,30,1987,32.0,12,0.37,10,2,0,0,0,0,0,0.0,0,0,0,0,0,0
751,Alexander Esswein,de GER,"CC,DL",Stuttgart,de Bundesliga,28,1990,13.9,46,3.3,33,2,3,3,4,1,4,0.29,2,0,0,1,1,0
752,Neil Etheridge,ph PHI,PO,Cardiff City,eng Premier League,28,1990,38.0,11,0.29,7,4,0,0,0,0,0,0.0,0,0,0,0,0,0
753,Beñat Etxebarria,es ESP,CC,Athletic Club,es La Liga,31,1987,22.6,66,2.92,36,27,0,3,0,0,3,0.13,0,3,0,0,0,0
754,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,17,0.57,11,1,0,4,0,1,0,0.0,0,0,0,0,0,0
755,Lucas Evangelista,br BRA,"DL,CC",Nantes,fr Ligue 1,23,1995,8.0,18,2.25,12,0,0,0,5,1,1,0.12,1,0,0,0,0,0
756,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,12,0.54,10,0,0,2,0,0,1,0.05,0,0,0,1,0,0
757,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,6,0.4,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1517,Valentin Eysseric,fr FRA,"DL,CC",Fiorentina,it Serie A,26,1992,6.3,30,10.05,16,8,1,2,3,0,1,0.25,1,0,0,0,0,0
760,Marco Fabián,mx MEX,DL,Eint Frankfurt,de Bundesliga,29,1989,0.7,1,1.45,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
761,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,33,1985,38.0,5,0.13,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
762,Fabinho,br BRA,CC,Liverpool,eng Premier League,24,1993,22.4,42,1.87,33,0,2,2,3,2,5,0.22,4,0,0,0,1,0
763,Fábio,br BRA,"DF,DL",Nantes,fr Ligue 1,28,1990,14.2,33,2.33,25,3,1,0,1,3,4,0.28,4,0,0,0,0,0
1529,Cesc Fàbregas,es ESP,CC,Chelsea,eng Premier League,31,1987,12.7,49,7.82,39,9,0,1,0,0,3,0.28,3,0,0,0,0,0
766,Fabricio,es ESP,PO,Fulham,eng Premier League,30,1987,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
767,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,29,1988,16.3,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
768,Romain Faivre,fr FRA,CC,Monaco,fr Ligue 1,20,1998,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
769,Fayçal Fajr,ma MAR,CC,Caen,fr Ligue 1,29,1988,36.0,128,3.56,66,38,3,5,14,2,13,0.36,6,4,0,1,2,0
770,Radamel Falcao,co COL,DL,Monaco,fr Ligue 1,32,1986,28.4,46,1.62,30,0,5,4,7,0,3,0.11,2,0,0,1,0,0
771,Diego Falcinelli,it ITA,DL,Bologna,it Serie A,27,1991,7.8,15,1.91,9,0,0,2,2,2,2,0.25,2,0,0,0,0,0
772,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,3,0.45,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
773,Iago Falque,es ESP,"DL,CC",Torino,it Serie A,28,1990,17.9,107,5.97,77,21,2,5,1,1,10,0.56,4,3,0,1,1,1
774,Paolo Faragò,it ITA,"CC,DF",Cagliari,it Serie A,25,1993,18.9,49,2.59,36,2,3,3,3,2,4,0.21,3,0,0,1,0,0
775,Mohamed Fares,dz ALG,DF,SPAL,it Serie A,22,1996,32.8,80,2.44,59,4,4,7,3,3,3,0.09,0,1,1,1,0,0
1553,Diego Farias,br BRA,DL,Empoli,it Serie A,28,1990,21.1,59,5.4,45,1,4,5,3,1,8,0.6,6,0,1,0,1,0
778,Andrea Favilli,it ITA,"DL,DF",Genoa,it Serie A,21,1997,1.9,7,3.71,4,0,1,1,0,1,2,1.06,1,0,0,0,0,1
779,Federico Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,21,0.67,17,0,1,1,0,2,2,0.06,2,0,0,0,0,0
780,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,17,0.9,14,0,0,2,0,1,1,0.05,1,0,0,0,0,0
781,Nabil Fekir,fr FRA,CC,Lyon,fr Ligue 1,25,1993,22.1,130,5.89,80,16,13,11,10,0,13,0.59,11,0,1,0,1,0
782,Yassin Fekir,fr FRA,DL,Lyon,fr Ligue 1,21,1997,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
783,Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,4,0.33,2,0,0,1,1,0,2,0.16,0,0,0,1,1,0
784,Luiz Felipe,it ITA,DF,Lazio,it Serie A,21,1997,14.3,9,0.63,9,0,0,0,0,0,2,0.14,2,0,0,0,0,0
785,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,4,1.48,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
786,Marouane Fellaini,be BEL,CC,Manchester Utd,eng Premier League,30,1987,8.4,13,1.56,9,1,0,0,3,0,2,0.24,1,0,0,0,1,0
787,Kiko Femenía,es ESP,DF,Watford,eng Premier League,27,1991,22.8,35,1.54,28,4,1,0,2,0,4,0.18,4,0,0,0,0,0
788,Edimilson Fernandes,ch SUI,CC,Fiorentina,it Serie A,22,1996,21.9,60,2.74,56,0,1,2,1,0,4,0.18,2,0,0,2,0,0
789,Gelson Fernandes,ch SUI,CC,Eint Frankfurt,de Bundesliga,31,1986,24.7,13,0.53,11,0,0,0,0,2,1,0.04,1,0,0,0,0,0
790,Aitor Fernández,es ESP,PO,Levante,es La Liga,27,1991,16.0,2,0.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
791,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,31,1986,6.0,2,0.33,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
792,Borja Fernández,es ESP,"CC,DF",Valladolid,es La Liga,37,1981,9.3,9,0.96,6,0,0,1,2,0,0,0.0,0,0,0,0,0,0
793,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,11,0.67,9,1,0,0,0,1,2,0.12,2,0,0,0,0,0
794,Joaquín Fernández,es ESP,"DF,CC",Valladolid,es La Liga,22,1996,9.3,4,0.43,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
795,Valery Fernández,es ESP,"DF,DL",Girona,es La Liga,18,1999,9.9,18,1.83,11,2,1,0,4,0,1,0.1,1,0,0,0,0,0
796,Fernandinho,br BRA,CC,Manchester City,eng Premier League,33,1985,26.4,72,2.73,61,0,1,2,4,4,10,0.38,8,0,0,0,1,1
797,Juan Ferney Otero,co COL,"DL,CC",Amiens,fr Ligue 1,23,1995,24.2,66,2.73,51,4,3,3,5,0,6,0.25,5,0,0,1,0,0
798,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,3,0.5,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
799,David Ferreiro,es ESP,"CC,DL",Huesca,es La Liga,30,1988,25.3,101,3.99,52,27,6,6,7,3,6,0.24,3,3,0,0,0,0
800,Facundo Ferreyra,ar ARG,DL,Espanyol,es La Liga,27,1991,2.3,6,2.56,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0
1603,Jordan Ferri,fr FRA,CC,Nîmes,fr Ligue 1,26,1992,22.1,66,4.62,58,0,3,2,2,1,7,0.34,4,0,0,2,1,0
803,Oliver Fink,de GER,CC,Düsseldorf,de Bundesliga,36,1982,11.7,26,2.22,17,1,2,1,2,3,4,0.34,2,0,1,0,0,1
804,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,29,1989,14.8,39,2.63,32,0,2,2,3,0,6,0.4,3,0,1,0,2,0
805,Roberto Firmino,br BRA,"DL,CC",Liverpool,eng Premier League,26,1991,29.0,116,4.0,90,0,9,10,3,4,17,0.59,12,0,3,1,1,0
806,Junior Firpo,es ESP,"DF,DL",Betis,es La Liga,21,1996,21.5,36,1.67,27,0,5,1,2,1,4,0.19,4,0,0,0,0,0
807,Mathieu Flamini,fr FRA,CC,Getafe,es La Liga,34,1984,5.0,4,0.8,3,0,0,0,1,0,1,0.2,1,0,0,0,0,0
808,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,25,1993,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
809,Sergio Floccari,it ITA,DL,SPAL,it Serie A,36,1981,10.8,17,1.57,12,0,0,0,5,0,4,0.37,1,0,0,0,3,0
810,Alessandro Florenzi,it ITA,"DF,DL",Roma,it Serie A,27,1991,24.2,94,3.88,67,15,2,5,3,2,10,0.41,8,2,0,0,0,0
811,Phil Foden,eng ENG,CC,Manchester City,eng Premier League,18,2000,3.7,16,4.29,11,0,3,0,2,0,1,0.27,1,0,0,0,0,0
1625,Guessouma Fofana,mr MTN,CC,Amiens,fr Ligue 1,25,1992,7.4,6,1.72,2,1,0,1,1,1,0,0.0,0,0,0,0,0,0
814,Seko Fofana,ci CIV,CC,Udinese,it Serie A,23,1995,29.3,102,3.48,81,1,12,5,3,0,9,0.31,8,0,1,0,0,0
815,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
816,Youssouf Fofana,fr FRA,CC,Strasbourg,fr Ligue 1,19,1999,10.1,17,1.68,11,0,4,0,2,0,2,0.2,2,0,0,0,0,0
817,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,40,1.25,34,5,0,0,1,0,1,0.03,0,1,0,0,0,0
818,Thomas Fontaine,mg MAD,"DF,CC",Reims,fr Ligue 1,27,1991,4.7,3,0.64,3,0,0,0,0,0,1,0.21,1,0,0,0,0,0
819,José Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,26,0.75,22,1,0,3,0,0,2,0.06,2,0,0,0,0,0
820,Rui Fonte,pt POR,"DL,CC",Lille,fr Ligue 1,28,1990,7.0,13,1.87,12,0,0,1,0,0,1,0.14,1,0,0,0,0,0
821,Pablo Fornals,es ESP,"CC,DL",Villarreal,es La Liga,22,1996,27.5,107,3.88,87,3,7,5,3,2,7,0.25,7,0,0,0,0,0
822,Emil Forsberg,se SWE,"CC,DL",RB Leipzig,de Bundesliga,26,1991,13.9,70,5.04,50,10,3,4,3,0,15,1.08,10,1,1,2,1,0
823,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,30,1988,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
824,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
825,Iver Fossum,no NOR,CC,Hannover 96,de Bundesliga,22,1996,5.1,16,3.16,12,4,0,0,0,0,1,0.2,1,0,0,0,0,0
826,Ben Foster,eng ENG,PO,Watford,eng Premier League,35,1983,38.0,9,0.24,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0
827,Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,11,1.25,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
828,Dimitri Foulquier,fr FRA,"CC,DF",Getafe,es La Liga,25,1993,20.0,28,1.4,17,0,7,1,3,0,3,0.15,1,0,2,0,0,0
829,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,10,1.01,7,0,1,0,1,1,1,0.1,1,0,0,0,0,0
830,Raphael Framberger,de GER,"DF,CC",Augsburg,de Bundesliga,22,1995,6.1,13,2.14,8,1,2,0,2,0,0,0.0,0,0,0,0,0,0
831,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,26,1.9,24,1,1,0,0,0,4,0.29,3,0,1,0,0,0
832,Mike Frantz,de GER,"CC,DL",Freiburg,de Bundesliga,31,1986,24.6,35,1.42,27,1,2,0,4,1,3,0.12,1,0,0,0,1,1
833,Ryan Fraser,sct SCO,"CC,DL",Bournemouth,eng Premier League,24,1994,35.2,149,4.24,90,43,8,4,4,0,21,0.6,11,8,2,0,0,0
834,Pierluigi Frattali,it ITA,PO,Parma,it Serie A,32,1985,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
835,Fred,br BRA,CC,Manchester Utd,eng Premier League,25,1993,11.6,31,2.68,25,3,0,1,2,0,2,0.17,2,0,0,0,0,0
836,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,14,1.16,8,2,2,1,1,0,1,0.08,0,0,1,0,0,0
837,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,26,1992,33.6,116,3.46,102,2,2,7,2,1,16,0.48,11,1,0,2,2,0
838,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,3,1.19,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
839,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,1,0.19,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
840,Alexander Fuchs,de GER,"CC,DL",Nürnberg,de Bundesliga,21,1997,7.3,19,2.61,14,0,1,3,1,0,0,0.0,0,0,0,0,0,0
841,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,11,4.78,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
842,Javi Fuego,es ESP,CC,Villarreal,es La Liga,34,1984,2.6,4,1.55,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
843,Angelo Fulgini,fr FRA,"CC,DL",Angers,fr Ligue 1,21,1996,18.2,69,3.8,51,7,3,3,5,0,2,0.11,1,0,0,0,1,0
844,Niclas Füllkrug,de GER,DL,Hannover 96,de Bundesliga,25,1993,12.4,33,2.67,26,0,1,3,3,0,6,0.49,5,0,0,0,1,0
845,Ramiro Funes Mori,ar ARG,"DF,CC",Villarreal,es La Liga,27,1991,29.2,26,0.89,17,0,0,6,1,2,2,0.07,1,0,0,1,0,0
1693,Manolo Gabbiadini,it ITA,"DL,CC",Southampton,eng Premier League,26,1991,14.3,41,5.33,29,5,2,0,4,1,5,0.63,4,0,0,0,1,0
848,Mijat Gaćinović,rs SRB,CC,Eint Frankfurt,de Bundesliga,23,1995,18.1,52,2.88,46,2,1,1,2,0,7,0.39,6,0,0,0,1,0
849,Gianluca Gaetano,it ITA,"CC,DL",Napoli,it Serie A,18,2000,0.1,2,22.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
850,Roberto Gagliardini,it ITA,CC,Inter,it Serie A,24,1994,12.1,31,2.57,30,1,0,0,0,0,1,0.08,1,0,0,0,0,0
851,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,37,1.09,30,2,0,3,1,1,7,0.21,4,2,0,1,0,0
852,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
853,Javi Galán,es ESP,"DF,DL",Huesca,es La Liga,23,1994,16.0,33,2.06,21,2,4,1,4,1,3,0.19,2,0,0,1,0,0
